1:1	Adam|the-man Seth|Seth Enos|Enosh
19:6	Da|then aber|but die|the Kinder|children Ammon|Ammon sahen|see daß|and sie|they waren|were stinkend|odious geworden|become vor|hide David|David sandten|send sie|they hin|away beide|both Hanon|Hanun und|and die|the Kinder|children Ammon|Ammon tausend|thousand Zentner|talent Silber|silver Wagen|chariot und|and Reiter|horsemen zu|to dingen|hire aus|FROM Mesopotamien|Paddan-Aram aus|FROM dem|the Syrien|Aram von|from Maacha|Maachah und|and aus|FROM Zoba|Zobah
19:7	Und|and dingten|hire zweiunddreißigtausend|two Wagen|chariot und|and den|the König|royal von|from Maacha|Maachah mit|with seinem|his Volk|nation die|the kamen|came und|and lagerten|ENCAMPED sich|pitch vor|face Medeba|Medeba Und|and die|the Kinder|children Ammon|Ammon sammelten|gathered sich|himself aus|FROM ihren|their Städten|town und|and kamen|came zum|as-a Streit|war
19:8	Da|then das|the David|David hörte|hear sandte|sent er|send hin|away Joab|Joab mit|with dem|the ganzen|all (manner Heer|host der|the Helden|mighty
19:9	Die|the Kinder|children Ammon|Ammon aber|but waren|were ausgezogen|bring und|and rüsteten|drew-up sich|array zum|as-a Streit|war vor|before der|the Stadt|town Tor|door Die|the Könige|royal aber|but die|the gekommen|come waren|were hielten|held im|in-the Felde|field besonders|separately
19:10	Da|then nun|now Joab|Joab sah|see daß|and vorn|face und|and hinter|behind ihm|him Streit|face wider|against ihn|him war|be thou erwählte|chose er|he aus|FROM aller|all (manner jungen|young Mannschaft|MEN in|in Israel|Israelites und|and stellte|presented sich|array gegen|meet die|the Syrer|Arameans
19:11	Das|the übrige|rest Volk|nation aber|but tat|did er|put unter|under die|the Hand|by Abisais|Abishai's seines|his Bruders|brother daß|that sie|they sich|himself rüsteten|array wider|meet die|the Kinder|children Ammon|Ammon
19:12	und|and sprach|said Wenn|when mir|ME die|the Syrer|Arameans zu|to stark|strong werden|strong so|then komm|be thou mir|me zu|to Hilfe|salvation wo|where dir|YOU aber|but die|the Kinder|children Ammon|Ammon zu|to stark|strong werden|strong will|will ich|I dir|you helfen|save
19:13	Sei|be getrost|strong und|and laß|let uns|us getrost|much handeln|strong für|about unser|our Volk|nation und|and für|about die|the Städte|town unseres|OUR Gottes|of-God der|the HERR|GOD tue|make was|what ihm|eye gefällt|good
19:14	Und|and Joab|Joab machte|made sich|himself herzu|come mit|with dem|the Volk|nation das|the bei|hide ihm|him war|was gegen|face die|the Syrer|Arameans zu|to streiten|war und|and sie|they flohen|flee vor|BEFORE ihm|face
19:15	Da|then aber|but die|the Kinder|children Ammon|Ammon sahen|see daß|and die|the Syrer|Arameans flohen|flee flohen|flee sie|walk auch|also vor|BEFORE Abisai|Abishai seinem|his Bruder|brother und|and zogen|went in|in die|the Stadt|town Joab|Joab aber|but kam|came gen|to Jerusalem|Jerusalem
19:16	Da|then aber|but die|the Syrer|Arameans sahen|see daß|and sie|they vor|face Israel|Israelites geschlagen|fell waren|smite sandten|SENT sie|send Boten|angel hin|away und|and brachten|brought heraus|bring die|the Syrer|Arameans jenseit|BEYOND des|of-the Stroms|river und|and Sophach|Shophach der|the Feldhauptmann|prince Hadadesers|Hadarezer's zog|went vor|before ihnen|face her|here
19:17	Da|then das|the David|David angesagt|told ward|tell sammelte|GATHERED er|he zuhauf|together das|the ganze|all (manner Israel|Israelites und|and zog|went über|pass den|the Jordan|Jordan und|and da|then er|he an|to sie|they kam|came rüstete|array er|he sich|himself wider|against sie|they Und|and David|David rüstete|array sich|himself gegen|meet die|the Syrer|Arameans zum|as-a Streit|war und|and sie|they stritten|fight mit|hide ihm|him
19:18	Aber|but die|the Syrer|Arameans flohen|fled vor|BEFORE Israel|Israelites Und|and David|David verderbte|slew der|OF-THE Syrer|Arameans siebentausend|seven Wagen|chariots und|and vierzigtausend|FORTY-THOUSAND Mann|men zu|on Fuß|foot dazu|also tötete|KILLED er|HE Sophach|Shophach den|the Feldhauptmann|captain
19:19	Und|and da|then die|the Knechte|servant Hadadesers|Hadarezer's sahen|see daß|and sie|they vor|face Israel|Israelites geschlagen|fell waren|smite machten|made sie|they Frieden|pay mit|hide David|David und|and wurden|were seine|his Knechte|serve Und|and die|the Syrer|Arameans wollten|wanted den|the Kindern|children Ammon|Ammon nicht|not mehr|testify helfen|save
20:1	Und|and da|be thou das|the Jahr|year um|for war|return zur|to-the Zeit|time wann|time die|the Könige|royal ausziehen|bring führte|lead Joab|Joab die|the Heermacht|army und|and verderbte|destroy der|the Kinder|children Ammon|Ammon Land|land kam|came und|and belagerte|besiege Rabba|Rabbah David|David aber|but blieb|dwell zu|to Jerusalem|Jerusalem Und|and Joab|Joab schlug|smite Rabba|Rabbah und|and zerbrach|overthrow es|it
20:2	Und|and David|David nahm|take die|the Krone|crown seines|his Königs|royal von|FROM seinem|his Haupt|head und|and fand|find daran|weight einen|a Zentner|talent Gold|gold und|and Edelsteine|precious und|and sie|they ward|be thou David|David auf|above sein|his Haupt|head gesetzt|made Auch|also führte|bring er|he aus|from der|the Stadt|town sehr|very viel|multiply Raub|spoil
20:3	Aber|but das|the Volk|nation drinnen|inside führte|brought er|he heraus|bring und|and zerteilte|cut sie|they mit|with Sägen|SAWS und|and eisernen|iron Dreschwagen|THRESHING-INSTRUMENTS und|and Keilen|AXES Also|prepare tat|make David|David in|in allen|all (manner Städten|town der|the Kinder|children Ammon|Ammon Und|and David|David zog|return samt|all (manner dem|the Volk|nation wider|return nach|after Jerusalem|Jerusalem
20:4	Darnach|after erhob|rose-up sich|stood ein|a Streit|war zu|to Geser|Philistine mit|hide den|the Philistern|Gezer Dazumal|AT-THAT-TIME schlug|smite Sibbechai|Sibbecai der|the Husathiter|Hushathite den|the Sippai|Sippai der|the aus|FROM den|the Kindern|born der|the Riesen|giant war|was und|and sie|they wurden|were gedemütigt|humble
20:5	Und|and es|it erhob|rose-up sich|be thou noch|testify ein|a Streit|war mit|with den|the Philistern|Philistine Da|then schlug|smite Elhanan|Elhanan der|the Sohn|son Jairs|Jair's den|the Lahemi|Lahmi den|the Bruder|brother Goliaths|Goliath's den|the Gathiter|Gittite welcher|which hatte|had eine|a Spießstange|spear wie|as ein|a Weberbaum|WEAVER'S-BEAM
20:6	Abermals|testify ward|be thou ein|a Streit|war zu|to Gath|Gath Da|then war|be thou ein|a großer|measure Mann|man der|the hatte|had je|two sechs|six Finger|FINGERS und|and sechs|six Zehen|TOES die|the machen|make zusammen|together vierundzwanzig|TWENTY-FOUR und|and er|he war|was auch|also von|from den|the Riesen|giant geboren|beget
20:7	und|and höhnte|reproach Israel|Israelites Aber|but Jonathan|Jonathan der|the Sohn|son Simeas|Shimea's des|of-the Bruders|brother Davids|David schlug|smite ihn|him
20:8	Diese|these waren|were geboren|beget von|from den|the Riesen|giant zu|to Gath|Gath und|and fielen|fall durch|through die|the Hand|by Davids|David und|by seiner|his Knechte|servant
21:1	Und|and der|the Satan|Satan stand|stood wider|above Israel|Israelites und|and reizte|persuade David|David daß|that er|he Israel|Israelites zählen|count ließe|number
21:2	Und|and David|David sprach|said zu|to Joab|Joab und|and zu|to des|of-the Volkes|nation Obersten|prince Gehet|go hin|go zählt|scribe Israel|Israelites von|FROM Beer-|Beer- Seba|Seba an|to bis|until gen|ever Dan|Dan und|and bringt|bring es|it zu|to mir|me daß|that ich|I wisse|know wieviel|number ihrer|their sind|are
21:3	Joab|Joab sprach|said Der|the HERR|GOD tue|do zu|above seinem|his Volk|nation wie|as sie|walk jetzt|was-giving-birth sind|are hundertmal|hundred soviel|more aber|but mein|my Herr|LORD König|royal sind|are sie|they nicht|not alle|all (manner meines|my Herrn|LORD Knechte|servant Warum|what fragt|seek denn|for mein|my Herr|LORD darnach|hereby (-in Warum|what soll|shall eine|a Schuld|blame auf|on Israel|Israelites kommen|be thou
21:4	Aber|but des|of-the Königs|royal Wort|word stand|rose fest|strong wider|above Joab|Joab Und|and Joab|Joab zog|went aus|bring und|and wandelte|WENT durch|go das|the ganze|all (manner Israel|Israelites und|and kam|came gen|to Jerusalem|Jerusalem
21:5	und|Joab gab|put die|the Zahl|number des|OF-THE gezählten|number Volks|nation David|David Und|and es|it waren|be thou des|of-the ganzen|all (manner Israels|Israelites elfhundertmal|ELEVEN-HUNDRED-THOUSAND tausend|thousand Mann|man die|the das|the Schwert|sword auszogen|draw und|and Juda|Judah s|Judah vierhundertmal|FOUR-HUNDRED-SEVENTY-THOUSAND und|and siebzigtausend|seventy Mann|man die|the das|the Schwert|sword auszogen|draw
21:6	Levi|Levi aber|but und|and Benjamin|Benjamin zählte|NUMBERED er|number nicht|not unter|midst ihnen|them denn|and es|it war|was dem|the Joab|Joab des|of-the Königs|royal Wort|word ein|a Greuel|abhor
21:7	Aber|above solches|this gefiel|word Gott|God übel|displease und|and er|he schlug|smite Israel|Israelites
21:8	Und|and David|David sprach|said zu|to Gott|God Ich|I habe|have schwer|very gesündigt|sin daß|that ich|I das|this getan|done habe|make Nun|henceforth aber|I beseech  thee nimm|take weg|pass die|the Missetat|iniquity deines|your Knechtes|servant denn|and ich|I habe|have sehr|very töricht|foolishly getan|do (make
21:9	Und|and der|the HERR|GOD redete|speak mit|with Gad|Gad dem|the Seher|seer Davids|David und|and sprach|said
21:10	Gehe|go hin|go rede|speak mit|with David|David und|and sprich|say So|also spricht|it-is-said der|the HERR|GOD Dreierlei|three lege|incline ich|I dir|you vor|incline erwähle|CHOOSE dir|you eins|ONE daß|therein ich|I es|it dir|you tue|make
21:11	Und|and da|then Gad|Gad zu|to David|David kam|came sprach|said er|he zu|to ihm|him So|also spricht|it-is-said der|the HERR|GOD Erwähle|CHOOSE dir|receive
21:12	entweder|EITHER drei|three Jahre|year Teuerung|famine oder|or drei|three Monate|month Flucht|consume vor|BEFORE deinen|your Widersachern|enemy und|and vor|before dem|the Schwert|sword deiner|your Feinde|enemies daß|that dich|you s|IT ergreife|overtake oder|or drei|three Tage|time das|the Schwert|sword des|of-the HERRN|GOD und|and Pestilenz|pestilence im|in-the Lande|land daß|that der|the Engel|angel des|of-the HERRN|GOD verderbe|destroy in|in allen|all (manner Grenzen|border Israels|Israelites So|then siehe|see nun|henceforth zu|see was|what ich|I antworten|word soll|return dem|the der|the mich|me gesandt|sent hat|send
21:13	David|David sprach|said zu|to Gad|Gad Mir|me ist|enemy sehr|very angst|enemy doch|I beseech  thee ich|I will|will in|in die|the Hand|by des|of-the HERRN|GOD fallen|fall denn|and seine|his Barmherzigkeit|mercy ist|is sehr|very groß|many und|and will|will nicht|not in|in Menschenhände|HANDS-OF-MEN fallen|fall
21:14	Da|then ließ|put der|the HERR|GOD Pestilenz|pestilence in|in Israel|Israelites kommen|put daß|that siebzigtausend|seventy Mann|man fielen|fall aus|FROM Israel|Israelites
21:15	Und|and Gott|God sandte|send den|the Engel|angel gen|to Jerusalem|Jerusalem sie|they zu|to verderben|destroy Und|and im|in-the Verderben|destroy sah|see der|the HERR|GOD darein|to und|and reute|comfort ihn|him das|the Übel|evil und|and er|he sprach|said zum|as-a Engel|angel dem|the Verderber|destroy Es|it ist|is genug|many laß|let deine|feeble Hand|by ab|feeble Der|the Engel|angel aber|but des|of-the HERRN|GOD stand|stood bei|hide der|the Tenne|threshingfloor Ornans|Ornan's des|of-the Jebusiters|Jebusite
21:16	Und|and David|David hob|bear seine|his Augen|eye auf|bear und|and sah|see den|the Engel|angel des|of-the HERRN|GOD stehen|stood zwischen|between Himmel|heaven und|and Erde|earth und|and sein|his bloßes|draw Schwert|sword in|in seiner|his Hand|by ausgereckt|incline über|above Jerusalem|Jerusalem Da|then fielen|fall David|David und|and die|the Ältesten|elders mit|with Säcken|sackcloth bedeckt|cover auf|above ihr|you Antlitz|face
21:17	Und|and David|David sprach|said zu|to Gott|God Bin|am ich|I s|IT nicht|not der|the das|the Volk|nation zählen|number hieß|called ich|I bin|am der|the gesündigt|sin und|and das|the Übel|evil getan|done hat|evil diese|these Schafe|flock aber|but was|what haben|have sie|they getan|make HERR|GOD mein|my Gott|God laß|I beseech  thee deine|your Hand|by wider|against mich|me und|and meines|my Vaters|father's Haus|household und|and nicht|not wider|against dein|your Volk|nation sein|be thou es|it zu|to plagen|plague
21:18	Und|and der|the Engel|angel des|of-the HERRN|GOD sprach|said zu|to Gad|Gad daß|that er|he David|David sollte|would sagen|say daß|and David|David hinaufgehen|offer und|and dem|the HERRN|GOD einen|a Altar|altar aufrichten|arise sollte|would in|in der|the Tenne|threshingfloor Ornans|Ornan's des|of-the Jebusiters|Jebusite
21:19	Also|so ging|offer David|David hinauf|offer nach|after dem|the Wort|word Gads|Gad das|the er|he geredet|spoken hatte|speak in|in des|of-the HERRN|GOD Namen|name
21:20	Ornan|Ornan aber|but da|then er|he sich|himself wandte|return und|and sah|see den|the Engel|angel und|and seine|his vier|four Söhne|sons mit|hide ihm|him versteckten|HID sie|they sich|hide denn|for Ornan|Ornan drosch|thresh Weizen|wheat
21:21	Als|when nun|now David|David zu|ever Ornan|Ornan ging|went sah|look Ornan|Ornan und|and ward|see Davids|David gewahr|see und|and ging|went heraus|bring aus|FROM der|the Tenne|threshingfloor und|and fiel|worship vor|before David|David nieder|worship mit|with seinem|his Antlitz|faces zur|to-the Erde|earth
21:22	Und|and David|David sprach|said zu|to Ornan|Ornan Gib|put mir|me den|the Platz|place der|the Tenne|threshingfloor daß|that ich|I einen|a Altar|altar dem|the HERRN|GOD darauf|on-it baue|build um|for volles|full Geld|silver sollst|shall du|you ihn|him mir|me geben|put auf|on daß|that die|the Plage|plague unter|AMONG dem|the Volk|nation aufhöre|stayed
21:23	Ornan|Ornan aber|but sprach|said zu|to David|David Nimm|take dir|you und|and mache|make mein|my Herr|LORD König|royal wie|as dir|you s|IT gefällt|good siehe|see ich|I gebe|put das|the Rind|ox zum|as-a Brandopfer|ascent und|and das|the Geschirr|threshing instrument.môwrag zu|to Holz|tree und|and Weizen|wheat zum|as-a Speisopfer|offering das|the alles|all (manner gebe|put ich|I
21:24	Aber|but der|the König|royal David|David sprach|said zu|to Ornan|Ornan Nicht|not also|not sondern|and um|for volles|full Geld|silver will|will ich|I s|Buy kaufen|Buy denn|and ich|I will|will nicht|not was|what dein|your ist|is nehmen|bear für|for den|the HERRN|GOD und|and will|will s|IT nicht|not umsonst|causeless haben|offer zum|as-a Brandopfer|ascent
21:25	Also|so gab|put David|David Ornan|Ornan um|for den|the Platz|place Gold|gold am|on-the Gewicht|weight sechshundert|six Lot|shekel
21:26	Und|and David|David baute|build daselbst|in it dem|the HERRN|GOD einen|a Altar|altar und|and opferte|offer Brandopfer|ascent und|and Dankopfer|peace Und|and da|then er|he den|the HERRN|GOD anrief|call erhörte|listened-to er|answer ihn|him durch|through das|the Feuer|fire vom|FROM-THE Himmel|heaven auf|above den|the Altar|altar des|of-the Brandopfers|ascent
21:27	Und|and der|the HERR|GOD sprach|said zum|as-a Engel|angel daß|that er|he sein|his Schwert|sword in|in sein|his Scheide|separate kehrte|return
21:28	Zur|to-the selben|he Zeit|time da|then David|David sah|see daß|and ihn|him der|the HERR|GOD erhört|heard hatte|answer auf|on der|the Tenne|threshingfloor Ornans|Ornan's des|of-the Jebusiters|Jebusite pflegte|sacrifice er|he daselbst|in it zu|to opfern|sacrifice
21:29	Denn|for die|the Wohnung|tabernacle des|of-the HERRN|GOD die|the Mose|Moses in|in der|the Wüste|wilderness gemacht|made hatte|make und|and der|the Brandopferaltar|ascent war|was zu|to der|he Zeit|time auf|on der|the Höhe|heights zu|to Gibeon|Gibeon
21:30	David|David aber|but konnte|could nicht|not hingehen|go vor|face denselben|these Gott|God zu|to suchen|seek so|and war|was er|he erschrocken|afraid vor|BEFORE dem|the Schwert|sword des|of-the Engels|angel des|of-the HERRN|GOD
22:1	Und|and David|David sprach|said Hier|this soll|shall das|the Haus|household Gottes|of-God des|of-the HERRN|GOD sein|his und|and dies|this ist|is der|the Altar|altar zum|as-a Brandopfer|ascent Israels|Israelites
22:2	Und|and David|David ließ|had versammeln|gather die|the Fremdlinge|stranger die|the im|in-the Lande|land Israel|Israelites waren|were und|and bestellte|stood Steinmetzen|dig Steine|stones zu|to hauen|dig das|the Haus|household Gottes|of-God zu|to bauen|build
22:3	Und|and David|David bereitet|prepare viel|multitude Eisen|iron zu|to Nägeln|nail an|to die|the Türen|doors in|in den|the Toren|gate und|and zu|to Klammern|CLAMPS und|and so|then viel|multitude Erz|brass daß|that es|it nicht|not zu|to wägen|weight war|was
22:4	Auch|also Zedernholz|CEDAR-WOOD ohne|without Zahl|number denn|and die|the von|from Sidon|Zidonians und|and Tyrus|of Tyre brachten|brought viel|multitude Zedernholz|CEDAR-WOOD zu|to David|David
22:5	Denn|for David|David gedachte|remembered Mein|my Sohn|son Salomo|Solomon ist|is jung|servant und|and zart|tender das|the Haus|household aber|but das|the dem|the HERRN|GOD soll|shall gebaut|BUILT werden|build soll|shall groß|upward sein|magnify daß|that sein|his Name|name und|and Ruhm|glory erhoben|EXALTED werde|will in|in allen|all (manner Landen|lands darum|therefore will|will ich|I beseech  thee Vorrat|reserve schaffen|prepare Also|so schaffte|prepare David|David viel|multitude Vorrat|reserve vor|face seinem|his Tode|death
